Unnamed: 0,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption,year,month,day,day_of_week,quarter,total_consumption,daily_growth_rate,rolling_7_day_avg,rolling_30_day_avg
67,2013-09-24,260.7,1.4,20.7,42.4,4.8,65.3,5.8,96.4,13.5,57.9,4.6,7.4,200.7,115.7,24.0,31.4,20.2,139.7,57.9,317.5,1.9,4.1,1.0,124.9,1.6,76.1,6.2,163.5,151.6,1.1,263.4,136.4,3.0,247.7,33.8,143.9,2848.2,2013,9,24,1,3,5696.4,1.674222682326043,5695.714285714285,5810.913333333334
68,2013-09-25,264.8,1.1,21.5,41.4,4.9,67.2,6.0,94.0,14.5,57.2,3.9,7.7,173.1,113.2,24.0,31.6,19.5,147.8,58.5,319.4,1.4,4.0,1.0,129.1,1.3,74.5,6.4,160.0,147.2,1.0,261.7,142.3,2.7,244.0,32.8,136.9,2817.6000000000004,2013,9,25,2,3,5635.200000000001,-1.0743627554244628,5672.77142857143,5809.7
69,2013-09-29,255.6,1.3,20.3,40.5,4.4,62.8,5.9,84.1,14.8,55.7,4.7,7.0,187.8,120.7,22.2,30.3,15.7,149.4,54.3,317.0,1.5,4.7,1.3,132.8,1.6,65.0,5.8,161.7,121.0,0.7,255.5,138.2,3.0,235.5,30.1,112.6,2725.5,2013,9,29,6,3,5451.0,-3.2687393526405595,5613.114285714286,5816.866666666667
70,2013-09-30,264.5,1.3,23.1,41.4,4.9,62.8,5.9,84.5,14.8,54.6,5.1,7.5,201.2,126.3,23.5,29.5,18.0,157.9,56.4,331.8,1.5,4.6,1.0,135.3,1.4,69.8,6.3,160.5,122.9,0.8,264.8,138.1,3.4,235.3,29.8,111.3,2801.8000000000006,2013,9,30,0,3,5603.600000000001,2.7994863327829966,5579.342857142858,5808.02
71,2013-10-01,266.3,1.3,24.7,41.5,4.9,60.4,5.7,86.3,14.3,54.1,6.5,7.4,201.4,121.6,23.6,29.4,18.8,158.4,57.1,336.6,1.5,4.1,1.1,133.3,1.4,68.0,6.5,157.5,132.3,1.1,270.0,140.1,3.3,227.8,31.8,117.3,2817.4,2013,10,1,1,4,5634.8,0.5567849239774159,5580.4571428571435,5802.966666666666
72,2013-10-02,251.4,1.3,24.8,42.7,4.3,57.0,5.3,73.1,14.1,52.5,6.0,6.8,199.6,120.0,20.8,30.6,17.1,147.8,55.1,333.6,1.5,4.4,1.0,125.5,1.5,69.3,5.8,155.5,134.9,1.3,252.1,137.1,3.3,224.8,28.7,119.7,2730.3,2013,10,2,2,4,5460.6,-3.0915028040036874,5583.4571428571435,5792.58
73,2013-10-03,237.7,1.3,23.0,45.7,4.5,57.9,4.8,83.8,14.3,56.4,6.0,7.9,209.9,124.9,22.9,29.7,19.3,155.5,57.3,334.9,1.3,4.2,1.0,119.5,1.3,70.5,5.9,157.7,137.5,1.2,258.3,139.6,3.4,217.6,31.4,118.7,2766.8,2013,10,3,3,4,5533.6,1.3368494304655254,5573.6,5783.473333333333
74,2013-10-04,234.4,1.4,22.4,44.8,4.5,60.0,6.0,77.7,15.0,57.4,6.0,7.8,210.4,123.6,23.5,29.0,19.6,160.3,57.6,325.0,1.3,4.6,1.1,116.8,1.3,71.9,5.8,153.4,132.7,1.2,262.2,134.6,3.3,202.0,31.0,119.0,2728.6,2013,10,4,4,4,5457.2,-1.3806563539106698,5539.428571428572,5776.493333333334
75,2013-10-05,230.0,1.3,23.1,37.6,4.4,59.0,6.0,76.9,14.3,56.9,6.0,8.1,214.2,125.9,23.4,30.0,18.9,158.1,57.2,334.0,1.5,4.5,1.1,121.3,1.3,70.5,5.4,151.6,138.0,1.4,262.6,137.9,3.3,191.6,31.8,126.4,2735.5000000000005,2013,10,5,5,4,5471.000000000001,0.2528769332258429,5515.971428571429,5763.3533333333335
76,2013-10-06,215.4,1.2,24.2,41.1,3.9,61.4,6.1,76.9,14.6,55.0,6.0,7.1,214.6,123.0,22.8,29.6,18.9,148.5,52.9,330.1,1.5,4.6,1.1,121.9,1.3,71.3,5.7,147.0,142.9,1.4,255.3,147.4,3.3,199.8,31.3,117.2,2706.3000000000006,2013,10,6,6,4,5412.600000000001,-1.0674465362822128,5510.4857142857145,5745.8200000000015
77,2013-10-07,208.8,1.3,24.9,44.1,4.7,59.1,6.1,85.9,14.8,55.4,5.4,7.8,220.7,125.9,24.1,29.3,19.8,160.4,57.3,348.7,1.4,4.5,1.0,126.3,1.2,70.4,6.2,145.5,151.3,1.3,264.9,144.9,3.1,206.1,34.0,108.9,2775.5,2013,10,7,0,4,5551.0,2.556996637475506,5502.971428571429,5731.020000000001
78,2013-10-08,211.8,1.4,24.7,44.5,4.9,57.3,6.1,89.2,15.0,54.2,5.8,8.4,212.3,131.4,25.0,30.5,19.0,158.6,58.9,352.5,1.4,4.6,1.0,125.7,1.2,67.9,5.9,147.0,152.7,1.2,254.4,141.3,3.1,218.4,34.3,113.2,2784.8000000000006,2013,10,8,1,4,5569.600000000001,0.33507476130429925,5493.657142857142,5713.986666666667
79,2013-10-09,202.2,1.2,25.3,42.3,4.7,59.9,6.1,90.3,14.9,55.9,6.5,8.5,201.9,136.5,24.4,32.4,19.3,157.6,56.8,349.7,1.4,4.5,1.1,124.9,1.4,68.9,5.9,146.9,154.3,1.5,246.2,141.7,3.2,218.6,30.9,120.9,2768.7,2013,10,9,2,4,5537.4,-0.578138465958089,5504.628571428571,5695.993333333334
80,2013-10-10,225.5,1.4,25.1,44.0,4.7,59.3,6.2,91.0,15.0,55.2,6.5,8.1,202.8,129.7,24.1,32.7,19.8,159.8,58.0,345.0,1.4,4.0,1.0,126.0,1.4,68.8,6.2,143.0,157.3,1.3,245.0,147.1,3.2,234.3,32.4,126.3,2812.6000000000004,2013,10,10,3,4,5625.200000000001,1.5855816809333012,5517.714285714287,5683.960000000001
81,2013-10-11,230.4,1.4,24.6,45.0,4.2,60.3,6.2,76.2,15.0,57.6,4.7,8.1,207.2,101.3,23.8,31.0,20.7,164.8,58.4,338.3,1.4,3.9,1.0,123.0,1.4,66.8,6.1,127.9,144.9,1.3,251.6,144.6,2.9,217.1,28.5,121.9,2723.5000000000005,2013,10,11,4,4,5447.000000000001,-3.167887364004829,5516.257142857144,5671.966666666666
82,2013-10-15,231.7,1.1,24.1,20.9,4.2,56.1,6.2,81.5,15.0,47.7,6.0,8.6,220.3,106.5,22.4,31.7,15.3,157.9,60.5,343.9,1.2,4.2,1.0,119.0,1.2,49.5,6.1,107.4,143.5,1.1,251.4,136.5,3.1,190.5,29.1,103.5,2609.9,2013,10,15,1,4,5219.799999999999,-4.171103359647543,5480.371428571429,5653.153333333335
83,2013-10-16,236.2,1.4,23.6,31.3,4.0,58.8,6.3,75.8,14.7,49.8,6.4,8.4,222.8,115.3,24.3,35.1,18.6,155.4,57.6,344.4,1.4,4.3,1.1,126.1,1.5,55.4,6.1,112.1,151.1,1.1,248.9,144.5,3.0,211.6,27.4,114.6,2700.399999999999,2013,10,16,2,4,5400.799999999998,3.467565807119022,5478.685714285714,5634.8533333333335
84,2013-10-17,238.0,1.2,23.5,37.8,4.0,59.4,6.3,78.5,14.9,54.0,7.2,8.4,228.4,108.0,24.1,34.0,19.9,155.2,56.5,344.7,1.3,4.1,1.1,129.1,1.4,59.1,6.2,113.6,148.3,1.3,246.8,144.9,3.5,208.4,31.9,116.0,2721.0,2013,10,17,3,4,5442.0,0.7628499481558526,5463.114285714286,5616.846666666667
85,2013-10-18,248.1,1.3,23.2,38.6,3.8,59.7,5.1,79.6,15.3,56.1,5.9,8.2,231.9,114.9,24.7,35.9,19.8,157.5,56.9,338.8,1.4,4.4,1.1,130.8,1.4,63.1,6.4,113.0,150.9,1.5,245.5,143.4,3.4,216.1,31.3,119.4,2758.4000000000005,2013,10,18,4,4,5516.800000000001,1.3744946710768202,5455.571428571428,5599.993333333333
86,2013-10-19,253.4,1.4,21.5,38.6,3.7,58.8,6.0,73.4,15.2,55.9,5.2,8.5,234.4,111.7,23.7,31.4,19.8,156.2,56.1,347.5,1.4,4.3,1.1,133.9,1.4,65.8,6.4,110.2,150.5,1.5,232.4,138.1,3.3,213.8,29.6,120.6,2736.7000000000003,2013,10,19,5,4,5473.400000000001,-0.7866879350348133,5446.428571428572,5583.113333333334
87,2013-10-20,251.8,1.6,22.4,38.3,3.2,59.7,6.2,66.8,15.0,56.0,5.6,7.8,229.4,102.9,21.9,32.5,18.9,145.2,51.8,352.3,1.3,4.6,1.1,134.4,1.4,65.3,5.4,107.5,148.0,1.5,214.3,139.6,3.5,207.5,28.8,115.4,2668.9,2013,10,20,6,4,5337.8,-2.4774363284247536,5405.371428571429,5561.173333333334
88,2013-10-21,246.4,1.4,23.6,37.7,3.7,60.4,6.5,70.6,15.2,57.1,6.7,8.2,238.5,103.6,23.4,32.9,19.2,151.2,56.6,361.0,1.3,4.4,1.1,136.7,1.3,63.7,5.7,105.9,151.8,1.6,218.9,140.5,3.1,208.4,30.3,117.6,2716.2,2013,10,21,0,4,5432.4,1.7722657274532372,5403.285714285715,5551.213333333333
89,2013-10-22,233.7,1.3,24.6,41.0,3.7,58.4,5.7,70.1,15.1,52.9,5.5,8.3,238.0,110.7,23.7,31.7,20.0,146.0,56.7,359.7,1.3,4.3,1.1,138.3,1.4,62.8,5.9,105.4,154.3,1.5,225.4,143.5,3.0,208.1,30.4,118.1,2711.6,2013,10,22,1,4,5423.2,-0.1693542449009655,5432.342857142857,5542.313333333334
90,2013-10-23,219.6,1.1,23.8,41.5,3.6,58.9,6.2,70.5,15.1,53.5,4.8,7.5,233.7,110.3,22.5,29.5,19.5,138.1,57.8,360.7,1.2,4.1,1.1,139.8,1.3,59.5,6.0,104.7,151.1,1.6,231.1,141.3,3.1,206.4,30.4,111.3,2672.2,2013,10,23,2,4,5344.4,-1.45301666912524,5424.285714285715,5528.346666666667
91,2013-10-24,205.9,1.4,23.4,41.2,3.7,50.6,6.3,71.0,15.1,49.0,5.4,8.3,239.8,106.9,22.9,29.9,20.0,133.8,57.2,357.3,1.5,4.5,1.1,144.7,1.4,58.0,5.9,102.4,152.1,1.4,236.0,139.4,3.5,200.4,29.9,115.2,2646.5000000000005,2013,10,24,3,4,5293.000000000001,-0.9617543597035927,5403.0,5511.586666666667
92,2013-10-25,197.6,1.4,22.6,41.8,3.7,57.5,6.3,69.6,14.3,53.3,5.9,8.6,247.4,109.6,21.8,30.6,19.4,132.9,57.7,349.3,1.3,4.8,1.2,147.6,1.4,60.1,6.1,102.1,157.1,1.3,241.9,135.1,2.8,202.4,29.9,120.8,2667.2,2013,10,25,4,4,5334.4,0.7821651237483129,5376.942857142857,5493.78
93,2013-10-26,195.4,1.3,21.9,39.3,3.5,56.1,6.3,64.7,14.3,51.0,5.9,8.3,250.8,110.8,23.0,31.3,19.9,127.5,57.7,347.7,1.3,4.7,1.2,152.6,1.2,60.1,6.1,100.9,159.8,1.6,236.4,119.9,2.7,207.7,29.1,106.1,2628.0999999999995,2013,10,26,5,4,5256.199999999999,-1.4659568086382913,5345.914285714285,5474.320000000001
94,2013-10-27,192.1,1.3,21.5,41.6,3.1,56.3,5.9,61.0,15.2,53.5,5.2,7.5,241.8,106.0,22.1,31.4,20.1,121.4,53.0,341.4,1.3,4.7,1.1,153.3,1.3,59.5,5.6,95.8,153.7,1.6,236.2,119.8,2.7,203.6,28.0,99.2,2568.7999999999997,2013,10,27,6,4,5137.5999999999985,-2.256382938244361,5317.314285714286,5458.006666666666
95,2013-10-28,207.9,1.6,22.5,39.7,3.5,54.6,5.9,64.6,15.4,56.8,5.1,8.3,249.0,99.4,23.3,32.8,19.5,134.1,57.2,360.7,1.3,4.7,1.0,160.4,1.3,60.9,5.9,95.7,155.9,1.2,246.3,123.2,2.6,206.8,28.9,103.2,2661.2000000000003,2013,10,28,0,4,5322.400000000001,3.5970102771722523,5301.599999999999,5454.1
96,2013-10-29,216.4,1.1,21.8,38.1,3.4,57.2,5.8,65.3,15.1,54.8,4.6,8.4,250.4,107.9,23.8,33.3,20.1,140.8,58.0,363.2,1.3,4.5,0.9,164.0,1.6,61.7,6.3,96.0,155.8,1.4,237.6,127.3,2.8,204.7,29.2,111.4,2696.0,2013,10,29,1,4,5392.0,1.3076807455283168,5297.142857142857,5447.080000000001
97,2013-10-30,222.5,1.2,22.2,39.5,3.4,55.1,5.9,63.4,15.1,55.6,5.5,8.3,247.3,101.9,23.7,34.6,20.0,143.8,59.6,361.6,1.3,4.2,1.2,169.6,1.3,61.8,6.3,96.4,160.4,1.7,240.3,128.1,2.7,204.9,29.2,114.4,2713.9999999999995,2013,10,30,2,4,5427.999999999999,0.6676557863501298,5309.085714285714,5438.133333333333
98,2013-10-31,225.3,1.3,22.0,39.6,3.3,57.3,5.8,65.4,15.1,53.1,5.3,8.6,245.5,96.0,22.9,31.4,20.1,150.8,58.7,370.9,1.3,4.1,1.1,174.3,1.2,62.0,6.4,87.6,166.9,1.4,253.3,126.2,2.6,207.8,28.9,109.9,2733.4,2013,10,31,3,4,5466.8,0.7148120854826967,5333.914285714285,5432.52
99,2013-11-01,226.7,1.3,22.1,40.9,3.4,57.5,5.7,66.2,14.7,54.4,5.0,8.2,239.9,100.5,23.7,32.9,20.3,144.4,58.9,364.5,1.4,5.0,1.1,174.2,1.2,62.7,6.1,91.4,171.0,1.7,237.4,127.6,2.4,215.2,29.5,104.0,2723.1,2013,11,1,4,4,5446.2,-0.3768200775590924,5349.885714285714,5432.360000000001
100,2013-11-02,227.2,1.3,22.2,43.5,3.2,57.5,5.1,61.7,14.2,55.6,4.5,7.1,225.6,99.8,22.3,34.1,20.2,144.5,55.9,355.9,1.4,4.7,1.2,182.4,1.4,61.9,4.9,108.5,156.4,1.3,201.6,125.6,2.7,229.9,28.3,104.2,2677.8000000000006,2013,11,2,5,4,5355.600000000001,-1.663545224192986,5364.085714285714,5424.093333333333
101,2013-11-06,231.1,1.7,22.4,44.3,3.3,53.9,4.1,58.5,13.6,53.7,4.0,8.4,196.9,88.8,21.9,36.5,19.4,159.5,60.2,343.1,1.4,4.6,1.1,178.9,1.4,61.1,5.5,88.6,160.9,1.3,220.1,129.1,2.8,212.3,27.9,105.1,2627.4,2013,11,6,2,4,5254.8,-1.8821420569124059,5380.828571428572,5411.426666666667
102,2013-11-07,234.0,1.6,21.7,44.3,3.3,55.2,5.3,59.8,14.6,55.2,3.7,8.7,207.7,88.9,22.4,30.4,19.6,164.8,58.9,352.2,1.4,4.4,1.2,181.3,1.4,63.1,5.7,82.5,156.7,1.8,224.0,129.4,2.8,206.4,28.8,105.7,2648.9000000000005,2013,11,7,3,4,5297.800000000001,0.8182994595417714,5377.314285714286,5406.0
103,2013-11-08,234.5,1.7,21.9,42.9,3.3,55.8,5.6,56.8,14.6,55.4,3.5,8.4,216.1,92.7,22.2,35.0,19.9,168.6,60.6,352.3,1.9,3.1,1.2,177.6,1.4,62.5,5.8,80.9,162.3,1.5,228.7,126.2,2.8,197.6,28.3,100.9,2654.5,2013,11,8,4,4,5309.0,0.2114085091924789,5365.457142857143,5398.513333333333
104,2013-11-09,232.9,1.3,21.8,43.2,3.2,56.2,5.5,56.1,14.7,55.0,4.2,8.3,219.5,90.2,22.8,36.8,19.7,168.0,60.1,350.9,1.5,3.3,1.2,178.5,1.5,62.7,5.8,82.2,164.8,1.5,229.4,122.0,2.8,195.8,29.5,100.4,2653.3000000000006,2013,11,9,5,4,5306.600000000001,-0.04520625353171548,5348.114285714286,5393.493333333333
105,2013-11-10,228.1,1.2,21.3,43.4,2.9,55.3,5.6,53.8,14.6,55.3,5.5,7.1,217.3,88.8,21.5,36.9,20.9,161.1,55.8,339.7,1.5,3.9,1.2,182.0,1.5,61.8,5.4,80.0,165.0,1.4,230.7,123.1,2.8,194.2,28.2,96.2,2614.9999999999995,2013,11,10,6,4,5229.999999999999,-1.443485470923045,5314.285714285715,5385.46
106,2013-11-11,232.1,1.4,20.4,37.8,3.3,55.4,5.6,57.1,14.9,54.6,4.3,7.8,228.5,98.0,22.5,36.5,19.6,168.9,59.5,362.5,1.5,4.7,1.2,179.9,1.4,62.9,5.8,74.7,168.9,1.5,225.5,124.2,2.6,198.5,28.5,99.6,2672.1000000000004,2013,11,11,0,4,5344.200000000001,2.1835564053537704,5299.714285714287,5383.180000000001
107,2013-11-12,234.6,1.4,21.1,37.7,3.2,55.5,5.7,57.6,14.9,54.6,4.1,7.9,231.9,98.0,22.6,35.2,19.4,172.6,58.8,366.0,1.5,4.8,1.0,186.1,1.3,61.6,5.8,83.3,174.9,1.5,232.3,122.1,2.6,203.6,31.3,100.2,2716.7,2013,11,12,1,4,5433.4,1.6690992103588709,5310.828571428572,5379.26
108,2013-11-13,230.1,1.5,21.3,39.5,3.3,55.1,5.6,57.9,15.0,55.4,5.4,8.0,233.8,98.6,24.1,36.7,20.3,171.7,58.4,363.3,1.5,4.8,1.1,187.6,1.4,61.4,5.9,86.2,175.1,1.5,228.1,117.3,2.6,202.7,30.6,101.9,2714.7,2013,11,13,2,4,5429.4,-0.07361872860455199,5335.771428571429,5374.586666666667
109,2013-11-14,227.4,1.6,21.6,32.9,3.3,54.8,5.8,56.7,15.1,54.9,4.7,8.3,236.9,95.8,23.8,36.4,20.6,172.4,60.0,364.5,1.5,4.7,1.2,186.7,1.4,62.8,5.9,84.0,174.4,1.9,221.6,118.2,2.8,201.9,29.2,103.6,2699.3,2013,11,14,3,4,5398.6,-0.5672818359302889,5350.171428571428,5369.96
110,2013-11-15,223.2,1.5,20.8,35.5,3.3,52.1,5.8,57.8,14.9,54.8,5.4,7.9,239.1,99.5,23.7,38.6,19.9,172.5,59.4,358.4,1.5,4.1,1.1,186.3,1.4,65.0,6.0,83.9,176.1,1.2,227.6,116.6,2.5,192.2,29.0,97.5,2686.1,2013,11,15,4,4,5372.2,-0.4890156707294535,5359.2,5361.526666666668
111,2013-11-16,238.2,1.6,18.0,41.8,3.2,53.9,5.7,56.1,14.8,53.7,6.0,7.3,237.5,102.7,24.0,38.2,21.0,166.4,58.1,350.8,1.7,5.3,1.2,183.4,1.4,66.6,4.9,87.9,173.0,1.3,213.9,115.9,2.3,199.2,30.2,96.5,2683.7000000000003,2013,11,16,5,4,5367.400000000001,-0.08934887010906278,5367.885714285715,5358.873333333334
112,2013-11-17,216.4,1.2,20.7,40.7,3.0,54.4,5.5,54.3,14.5,54.5,6.8,6.7,226.1,92.7,22.3,37.3,20.2,150.2,53.4,343.1,1.4,4.6,1.2,184.0,1.4,66.1,5.2,85.6,171.2,1.1,195.3,119.8,2.0,197.7,29.1,93.0,2582.7,2013,11,17,6,4,5165.4,-3.763460893542514,5358.657142857142,5357.0599999999995
113,2013-11-18,224.9,1.2,20.5,38.9,3.2,54.2,5.7,57.6,14.8,55.6,6.8,7.6,238.0,100.1,23.6,37.3,20.6,162.0,52.9,351.1,1.4,4.8,1.2,184.4,1.4,66.3,5.5,86.9,171.8,2.0,201.8,122.3,2.5,208.6,30.1,101.0,2668.6000000000004,2013,11,18,0,4,5337.200000000001,3.325976691059762,5357.657142857142,5354.9400000000005
114,2013-11-19,234.5,1.5,20.2,35.9,3.3,53.9,5.8,58.1,14.9,56.3,6.6,8.3,241.9,103.6,24.1,37.6,21.0,164.7,57.5,364.2,1.4,5.1,1.2,188.9,1.4,68.1,5.9,89.5,176.5,1.7,200.4,119.9,2.7,199.6,30.1,106.7,2713.0,2013,11,19,1,4,5426.0,1.6637937495315835,5356.599999999999,5354.406666666667
115,2013-11-20,240.3,1.4,21.6,40.8,3.3,54.9,5.8,57.7,15.0,55.5,6.6,8.0,242.1,99.9,24.3,37.9,20.2,168.4,59.7,366.5,1.4,5.1,1.2,191.6,1.4,69.9,5.8,90.1,177.0,1.4,204.6,120.0,2.6,199.6,30.0,104.2,2735.8,2013,11,20,2,4,5471.6,0.8403980833026292,5362.628571428571,5352.9
116,2013-11-21,239.4,1.3,21.1,39.1,3.2,55.6,5.8,57.3,14.9,56.4,6.5,7.8,247.1,101.2,23.8,37.2,20.1,166.8,59.4,363.3,1.4,5.1,1.2,193.0,1.4,65.1,6.0,93.0,180.5,1.4,200.0,122.4,2.7,203.6,29.3,105.4,2738.8,2013,11,21,3,4,5477.6,0.1096571386797196,5373.914285714286,5353.039999999999
117,2013-11-22,229.4,1.3,18.9,38.1,3.3,56.1,5.9,58.6,14.9,56.2,8.0,7.6,248.3,100.9,24.7,37.3,20.3,172.0,60.0,355.4,1.4,5.0,1.2,195.0,1.4,65.5,5.7,92.0,174.6,1.5,204.9,120.3,1.9,207.7,29.7,98.5,2723.5000000000005,2013,11,22,4,4,5447.000000000001,-0.5586388199211201,5384.6,5356.679999999999
118,2013-11-23,225.7,1.5,20.4,40.0,3.2,55.5,5.1,56.2,14.8,56.8,10.0,7.6,250.6,102.7,23.5,36.7,20.5,169.6,58.7,360.2,1.6,4.8,1.2,198.2,1.4,64.2,5.6,92.0,178.6,1.4,205.3,118.7,2.3,202.4,29.8,105.7,2732.5000000000005,2013,11,23,5,4,5465.000000000001,0.33045713236643515,5398.542857142857,5357.766666666666
119,2013-11-24,222.9,1.2,20.6,39.2,2.9,56.0,5.7,53.9,14.5,58.2,9.3,6.9,244.1,96.2,21.7,36.7,20.1,152.9,52.7,353.5,1.5,4.5,1.2,200.4,1.5,64.0,5.3,86.9,176.7,1.3,194.9,121.0,2.9,201.8,29.1,94.3,2656.5000000000005,2013,11,24,6,4,5313.000000000001,-2.7813357731015564,5419.628571428571,5354.093333333333
120,2013-11-25,226.5,1.2,21.4,39.4,3.2,56.7,5.8,56.9,15.0,57.5,8.2,7.8,248.4,99.4,22.8,35.2,20.7,163.9,56.8,363.1,1.4,4.8,1.2,197.8,1.4,60.4,5.6,88.9,176.5,1.1,207.0,121.5,2.7,199.3,28.5,90.4,2698.4000000000005,2013,11,25,0,4,5396.800000000001,1.5772633163937622,5428.142857142857,5355.84
121,2013-11-26,229.0,1.2,21.3,37.4,3.3,55.2,5.8,57.2,14.8,56.9,8.3,8.1,253.0,100.6,23.6,37.0,21.4,166.3,57.5,370.4,1.4,4.7,1.2,194.8,1.4,64.8,5.9,89.3,176.7,1.3,208.7,121.1,2.7,202.9,29.1,99.8,2734.1000000000004,2013,11,26,1,4,5468.200000000001,1.3230062259116382,5434.171428571429,5361.679999999999
122,2013-11-27,229.6,1.4,20.0,38.4,3.4,56.9,5.7,57.3,14.9,56.5,7.5,8.1,257.3,100.8,24.1,39.6,20.4,166.9,58.7,367.2,1.4,4.8,1.2,194.9,1.4,63.7,5.8,92.4,177.3,1.2,217.2,121.1,3.3,206.7,29.0,104.4,2760.5,2013,11,27,2,4,5521.0,0.9655828243297471,5441.228571428573,5367.9
123,2013-11-28,225.1,1.5,21.3,37.5,3.3,56.7,5.9,57.0,15.0,56.1,7.9,7.9,253.6,101.6,23.4,38.1,20.2,168.1,59.4,363.6,1.4,4.5,1.2,192.5,1.5,63.1,5.5,92.7,178.3,1.0,221.4,123.5,2.6,205.9,29.8,103.0,2751.100000000001,2013,11,28,3,4,5502.200000000002,-0.34051802209741355,5444.742857142858,5376.1
124,2013-11-29,219.7,1.7,22.0,36.1,3.3,59.0,5.9,58.6,13.4,55.2,8.2,8.5,251.3,103.3,23.7,37.8,20.9,150.7,58.3,355.7,1.4,4.9,1.2,193.1,1.6,65.6,5.9,98.0,179.2,1.0,215.8,120.7,2.6,207.1,28.9,100.7,2720.9999999999995,2013,11,29,4,4,5441.999999999999,-1.0941078114209302,5444.028571428572,5386.246666666668
125,2013-11-30,226.3,1.7,18.0,36.6,3.3,57.7,5.9,55.8,14.5,53.0,8.0,8.4,251.2,102.8,23.3,37.4,21.5,160.4,58.4,358.6,1.4,4.7,1.3,195.0,1.5,62.8,5.8,96.6,185.9,1.4,225.7,118.3,2.3,203.3,28.2,100.5,2737.5000000000005,2013,11,30,5,4,5475.000000000001,0.6063947078280396,5445.4571428571435,5391.333333333333
126,2013-12-01,220.0,1.7,22.7,38.4,3.0,58.1,4.9,53.4,14.1,53.3,8.0,6.9,243.6,99.6,21.5,38.5,20.5,157.8,54.1,356.7,1.4,3.7,1.2,194.7,1.6,59.7,5.1,98.3,174.4,2.2,226.9,121.1,2.5,200.9,27.9,95.1,2693.5,2013,12,1,6,4,5387.0,-1.607305936073078,5456.028571428572,5391.166666666667
127,2013-12-02,224.1,1.5,21.1,38.1,3.3,57.9,5.7,56.5,14.6,55.6,8.0,8.5,252.6,103.6,22.9,38.5,20.4,160.8,55.1,368.9,1.4,3.8,1.2,196.7,2.1,60.1,5.2,94.3,171.4,2.0,219.8,122.0,2.5,197.5,29.7,95.0,2722.4,2013,12,2,0,4,5444.799999999999,1.072953406348609,5462.885714285715,5391.7266666666665
128,2013-12-05,229.9,1.8,20.3,38.0,3.3,59.3,6.0,57.1,14.9,55.2,7.4,8.0,250.3,72.9,24.4,36.6,21.3,168.0,57.6,362.7,1.4,4.8,1.1,196.7,1.7,62.6,5.6,100.3,183.6,1.5,228.2,126.6,2.8,211.6,28.6,100.7,2752.7999999999997,2013,12,5,3,4,5505.5999999999985,1.1166617690273162,5468.228571428571,5393.02
129,2013-12-06,239.1,1.3,20.0,39.2,3.4,59.1,6.0,59.1,14.7,57.7,8.7,7.8,250.7,107.1,24.8,38.9,21.3,170.2,58.9,352.5,1.4,4.7,1.1,196.6,1.5,59.8,5.7,98.0,182.9,1.3,227.3,121.1,2.8,210.1,28.9,101.9,2785.6000000000004,2013,12,6,4,4,5571.200000000001,1.1915140947399427,5475.400000000001,5397.1866666666665
130,2013-12-07,235.1,1.7,19.6,38.7,3.3,58.8,5.0,56.3,14.5,57.2,8.4,8.2,248.1,106.1,24.9,38.6,21.5,168.2,57.3,349.0,1.4,4.3,1.2,196.0,1.7,58.0,5.6,101.8,185.1,1.1,226.5,117.0,2.8,213.2,29.0,101.9,2767.1,2013,12,7,5,4,5534.2,-0.664129810453773,5479.971428571428,5403.139999999999
131,2013-12-08,234.5,1.8,20.8,37.1,3.0,58.9,5.6,55.5,14.0,52.8,5.4,6.9,237.3,101.4,23.0,38.2,21.1,161.6,53.4,339.4,1.4,3.9,1.1,199.8,1.7,63.8,5.0,95.3,185.5,1.4,229.0,118.6,2.5,209.3,29.2,94.1,2713.3,2013,12,8,6,4,5426.6,-1.944273788442763,5477.771428571429,5408.866666666667
132,2013-12-09,232.9,1.3,21.6,43.2,3.2,56.2,5.5,56.1,14.7,55.0,4.2,8.3,219.5,90.2,22.8,36.8,19.7,168.0,60.1,350.9,1.5,3.3,1.2,178.5,1.5,62.7,5.8,82.2,164.8,1.5,229.4,123.0,2.0,195.8,29.5,100.4,2653.3,2013,12,9,0,4,5306.6,-2.2113293775107845,5453.714285714285,5409.160000000001
133,2013-12-10,228.1,1.2,20.9,43.4,2.9,55.3,5.6,53.8,14.6,55.3,5.5,7.1,217.3,88.8,21.5,36.9,20.9,161.1,55.8,339.7,1.5,3.9,1.2,182.0,1.5,61.8,5.4,80.0,165.0,1.4,230.7,123.5,2.7,194.2,28.2,96.2,2614.899999999999,2013,12,10,1,4,5229.799999999998,-1.4472543624920342,5431.257142857142,5406.52
