FeatureType,irradiation,AC_POWER,module_temperature,humidity,tariff_per_kwh,subsidy_percent,installation_cost,maintenance_cost,annual_generation,degradation_rate,payback_period,roi
Residential,0.08,3.44,2.87,-15.13,0.15,-11.04,351248.48,-922.39,209.16,-0.04,18.05,5.54
Residential,0.18,-0.79,9.45,26.55,1.15,-1.04,17869.5,4417.74,1615.36,-0.01,8.26,12.1
Residential,-1.03,-1.84,-2.28,-15.06,1.14,-1.04,-221032.29,212.92,-4634.44,-0.03,23.87,4.19
Residential,0.14,1.9,-8.21,15.7,-1.1,-11.04,427950.4,809.19,5196.02,-0.13,13.62,7.34
Residential,-0.17,3.98,9.53,6.46,1.0,-1.04,336349.54,2464.08,5199.62,0.19,9.03,11.08
Residential,1.14,-1.27,19.12,14.43,0.69,8.96,164840.95,2270.18,514.59,-0.03,13.09,7.64
Residential,0.11,0.05,-3.15,9.58,-1.75,8.96,-136695.13,-2620.16,1749.27,0.12,7.79,12.84
Residential,-0.96,-3.92,-0.03,32.06,-2.51,-1.04,-274351.58,-3387.48,-4197.29,-0.0,22.47,4.45
Residential,-0.12,2.23,4.19,9.52,0.89,-1.04,311167.7,129.66,1392.85,0.09,13.19,7.58
Residential,-0.82,1.37,-12.42,26.07,0.32,-1.04,-26285.99,-164.43,1389.05,-0.2,8.06,12.4
Residential,-0.65,3.11,-10.01,22.54,-0.91,-1.04,174344.6,1581.62,-1257.53,0.15,24.45,4.09
Residential,0.87,0.51,11.7,-12.97,-2.19,-1.04,-51354.83,2742.98,1342.49,-0.1,13.28,7.53
Residential,1.03,-4.75,4.71,-9.46,1.16,8.96,-380958.82,-1395.08,-4189.67,-0.07,5.49,18.2
Residential,0.84,0.22,1.19,14.63,-1.48,8.96,-267819.53,-603.75,-915.75,-0.1,7.3,13.69
Residential,0.54,-3.98,2.66,31.72,-0.74,-1.04,-342668.81,2241.91,-5003.7,0.16,25.0,1.66
Residential,0.01,-0.62,6.74,28.21,-2.52,8.96,-318453.12,1087.2,-3150.15,-0.13,16.45,6.08
Residential,-0.91,3.54,2.65,-13.07,1.38,-11.04,246897.72,3556.01,3834.38,0.2,8.86,11.29
Residential,0.49,-0.56,-1.14,-10.32,-2.75,-1.04,94261.54,3312.22,134.64,-0.12,25.0,3.71
Residential,-1.02,3.99,-0.72,34.46,-2.08,-11.04,466541.18,352.03,5449.92,-0.05,16.72,5.98
Residential,1.19,-3.76,8.8,23.7,0.68,-11.04,-321729.35,-3103.51,-3661.2,0.06,7.13,14.03
Residential,0.41,-1.64,5.79,7.79,-0.98,-1.04,-217660.34,-1653.26,1256.07,-0.19,5.56,17.98
Residential,-0.68,1.71,-15.84,-12.25,-1.43,-1.04,155980.05,-4029.3,-720.7,-0.02,19.38,5.16
Residential,0.77,-1.24,5.82,8.48,2.19,-1.04,-13572.58,816.57,2500.99,0.09,5.72,17.47
Residential,-0.13,4.04,-2.38,12.36,0.88,8.96,370844.82,1543.88,-366.62,0.03,19.42,5.15
Residential,0.78,-0.29,0.97,-13.59,-0.73,8.96,-145508.66,203.0,-2021.27,-0.08,13.64,7.33
Residential,-0.94,-3.89,3.75,14.43,1.86,-11.04,-389915.5,-2860.37,-5562.72,-0.13,14.6,6.85
Residential,1.24,-1.85,5.65,4.82,-0.08,-11.04,-64481.75,2644.72,1778.04,0.2,7.83,12.77
Residential,-0.3,-0.44,-1.38,-26.74,-2.29,-1.04,-100740.77,1038.84,-3584.03,-0.02,25.0,2.12
Residential,-0.88,-2.5,4.67,14.21,1.55,8.96,-182203.57,-1550.41,-3544.66,0.04,12.66,7.9
Residential,0.2,-4.28,2.48,22.58,-0.5,-1.04,-374963.07,2105.11,-5528.82,-0.03,25.0,0.0
Residential,-0.03,-2.64,-7.68,22.15,-2.66,-1.04,-289913.95,2738.74,-5083.91,-0.06,25.0,0.0
Residential,1.18,-4.03,14.88,31.92,-1.12,-1.04,-293048.13,-2822.45,-4331.79,0.15,16.39,6.1
Residential,-0.74,-4.53,-11.13,-7.94,2.08,-1.04,-427996.23,2034.11,-5892.81,-0.12,25.0,0.0
Residential,-0.73,1.97,6.84,23.27,-2.54,-1.04,285176.52,215.01,1672.65,0.05,23.04,4.34
Residential,1.21,-2.09,17.22,2.77,-2.07,8.96,-53213.29,-1183.91,-77.24,0.13,14.35,6.97
Residential,0.48,-4.81,6.33,25.81,1.64,-1.04,-449868.47,901.78,-5728.42,-0.09,25.0,1.9
Residential,0.87,-4.14,-7.26,-26.06,-0.32,-11.04,-333903.2,-2170.76,-4019.75,-0.02,9.52,10.5
Residential,0.91,-2.53,15.22,17.22,-0.22,-11.04,-224957.53,-2521.31,68.32,-0.07,5.58,17.91
Residential,-0.93,-3.87,-14.77,4.36,0.73,-1.04,-366148.19,544.17,-4432.45,-0.0,9.39,10.65
Residential,0.83,2.3,1.18,-1.85,0.85,-1.04,-9735.73,-1892.62,8349.87,-0.2,3.91,25.6
Residential,0.62,-0.69,9.93,11.34,-0.53,8.96,168189.91,1037.1,2451.37,0.13,11.82,8.46
Residential,-0.33,-4.26,-2.82,17.54,-1.89,-1.04,-403305.86,28.28,-5808.57,0.09,25.0,0.0
Residential,-0.81,-4.29,-0.41,14.59,-1.55,8.96,-268502.44,-1736.07,-4684.52,0.09,25.0,3.28
Residential,-0.62,-4.72,-11.94,12.97,-1.9,8.96,-379918.91,2524.71,-5370.78,-0.11,25.0,0.0
Residential,0.2,-0.69,-7.5,-21.88,-0.68,-1.04,10891.93,2790.06,-1941.95,-0.0,21.98,4.55
Residential,0.24,4.33,-9.89,30.2,-0.36,-11.04,365784.44,603.04,1616.76,-0.16,16.67,6.0
Residential,-1.23,-2.97,-10.79,17.46,-0.46,-11.04,-294164.85,-3747.08,-3891.95,0.05,10.76,9.29
Residential,-0.68,-1.0,-5.68,27.29,-1.18,8.96,-296519.05,721.61,-3622.28,-0.15,15.17,6.59
Residential,1.1,-1.57,-4.2,18.45,-1.56,8.96,152276.51,3007.11,1090.27,0.05,17.86,5.6
Residential,-0.21,4.85,10.06,22.56,0.34,-1.04,798110.93,2912.65,5434.39,-0.16,15.34,6.52
Residential,-1.18,-2.31,-15.29,22.46,0.68,-1.04,-55936.72,2729.22,-2675.57,0.19,18.35,5.45
Residential,0.43,-1.35,8.6,-10.07,2.69,-1.04,-256049.29,-3910.39,-2991.27,-0.08,6.23,16.06
Residential,0.89,2.12,-5.73,2.02,0.44,-1.04,22238.98,519.28,-638.43,-0.04,12.44,8.04
Residential,0.17,-4.85,-9.2,26.51,-1.14,8.96,-360262.06,740.33,-4760.42,-0.09,24.33,4.11
Residential,-0.3,-3.3,-8.74,-25.93,-0.58,8.96,-366651.78,-3816.29,-5395.48,-0.01,17.42,5.74
Residential,0.16,2.62,8.45,16.1,-0.08,-1.04,138102.0,2770.46,1354.69,-0.13,12.53,7.98
Residential,-1.01,-0.82,3.02,-24.49,0.24,8.96,-306513.35,3651.14,-4115.64,0.14,17.99,5.56
Residential,-0.3,2.75,1.13,-19.7,0.3,-1.04,661438.56,-1437.95,8325.05,0.11,10.43,9.59
Residential,0.69,1.14,-6.25,24.76,-2.09,-1.04,576653.28,4154.04,5391.28,-0.08,20.2,4.95
Residential,-0.97,-3.18,6.17,-26.86,1.07,-1.04,-197469.49,-494.3,-4687.82,-0.13,25.0,3.87
Residential,0.14,-0.91,1.88,22.19,-2.62,-1.04,-249998.36,-3159.33,-2868.53,-0.2,15.24,6.56
Residential,-0.14,-2.42,10.52,34.49,-0.16,8.96,-137129.33,1985.45,-3653.42,-0.04,25.0,3.9
Residential,-0.79,0.05,-0.28,-20.77,-0.87,8.96,89875.98,4084.94,573.24,0.09,15.62,6.4
Residential,-0.67,2.34,-0.24,29.2,0.64,-1.04,531038.31,-1325.7,2562.9,-0.02,14.75,6.78
Residential,0.88,0.14,7.75,22.02,-0.94,-1.04,50300.41,-1958.83,-171.2,0.19,14.18,7.05
Residential,-0.53,2.2,-11.1,-27.36,-0.49,-1.04,44716.23,-3855.26,-1313.57,-0.17,15.27,6.55
Residential,-0.73,2.64,-15.15,-32.9,-0.59,-1.04,221135.23,-1487.57,-339.6,0.02,18.52,5.4
Residential,0.41,-4.91,-6.48,19.14,-0.96,-11.04,-432511.31,-1940.36,-5349.05,-0.08,18.25,5.48
Residential,0.85,2.06,13.39,-18.53,-2.09,-1.04,-1992.61,4794.43,-977.35,0.1,25.0,3.89
Residential,0.36,-3.6,-4.96,10.17,1.32,-1.04,-293078.99,375.6,-3600.84,0.1,8.98,11.13
Residential,-0.29,4.6,4.26,14.7,0.24,-1.04,217913.14,5505.62,6720.27,0.05,7.75,12.9
Residential,-0.77,-2.92,-17.17,19.45,0.49,-1.04,-207241.56,-1065.31,-4641.56,-0.15,25.0,3.93
Residential,-0.5,1.17,8.86,-3.02,0.27,-1.04,235233.48,1037.17,4277.68,-0.08,9.39,10.65
Residential,-1.02,-4.87,1.97,9.71,0.14,8.96,-370114.38,60.49,-5796.92,-0.19,25.0,0.0
Residential,1.16,-4.29,-0.08,17.11,0.95,-1.04,-353536.91,-2536.73,-3612.63,0.02,5.4,18.52
Residential,1.09,4.81,8.66,33.9,2.2,-1.04,48944.23,-877.49,3682.2,-0.02,5.6,17.87
Residential,-0.47,4.77,-10.72,-32.36,1.68,-1.04,209766.97,2147.33,2276.19,-0.18,9.51,10.52
Residential,0.99,-1.67,1.62,0.05,-0.22,8.96,-110758.12,-1107.11,-2344.24,0.08,14.27,7.01
Residential,-0.84,3.73,-0.71,-32.8,-2.54,8.96,582061.83,1864.32,4606.63,0.02,23.42,4.27
Residential,0.76,-3.23,10.62,-24.55,0.96,8.96,-214551.55,198.41,-2420.15,0.13,8.98,11.14
Residential,-0.27,-1.07,-4.67,29.18,2.29,8.96,-223631.95,-1486.09,-1624.39,-0.04,5.65,17.69
Residential,0.35,0.48,-0.15,-16.66,0.34,-1.04,-45636.0,-944.82,1139.1,0.1,7.85,12.74
Residential,1.12,0.02,-1.51,-26.6,-0.48,-11.04,212210.49,-3217.68,2429.16,-0.01,11.64,8.59
Residential,0.87,-0.83,16.97,-12.81,-0.9,-1.04,47882.35,1034.75,-2084.71,-0.07,23.87,4.19
Residential,1.02,-4.16,13.26,-20.87,-2.61,8.96,-365125.51,1780.86,-5384.34,0.1,25.0,0.0
Residential,-0.68,0.12,5.63,35.26,1.48,8.96,84916.28,-1232.33,571.98,0.11,9.52,10.5
Residential,1.04,1.65,17.06,-24.53,-0.23,-1.04,-36660.25,-2287.7,2472.82,-0.19,7.18,13.93
Residential,1.09,2.54,2.34,-4.59,1.37,-1.04,8796.27,2357.88,6327.33,-0.07,4.61,21.68
Residential,-0.82,0.5,-14.79,-4.89,2.21,-1.04,-149874.48,2076.25,854.01,-0.12,5.07,19.72
Residential,0.39,2.58,3.24,24.0,-0.23,8.96,-17540.91,-2285.27,1093.91,0.09,8.94,11.19
Residential,-0.79,-4.07,-13.44,2.89,0.85,8.96,-235827.35,-1437.57,-4830.96,-0.01,23.64,4.23
Residential,-0.87,3.09,-16.4,33.42,1.49,8.96,471705.53,3587.56,3440.35,0.14,11.99,8.34
Residential,0.72,-0.97,-7.91,12.93,1.07,-1.04,-234586.05,2550.51,-2528.6,0.04,9.17,10.91
Residential,0.27,-3.32,-7.47,-33.51,0.13,-1.04,-261449.99,2601.75,-3376.38,0.04,13.57,7.37
Residential,-0.69,2.02,-16.38,4.76,-0.66,8.96,579833.74,-1249.62,1989.64,0.17,20.2,4.95
Residential,0.24,0.31,-4.48,-0.17,0.56,8.96,103769.39,3630.56,3069.7,-0.2,8.66,11.55
Residential,-0.04,-0.57,-5.5,22.43,0.22,-1.04,-137576.22,2621.83,-2341.04,-0.14,14.2,7.04
Residential,0.23,-1.6,-9.13,-22.03,1.94,8.96,67281.95,1909.56,600.31,-0.08,9.15,10.93
Residential,-0.83,-3.48,-5.08,-8.89,2.54,-1.04,-283921.86,1805.34,-4406.08,0.04,13.28,7.53
Residential,1.03,1.78,9.07,-7.26,-1.08,-1.04,419364.81,2828.95,6982.16,-0.19,11.82,8.46
Residential,-0.56,2.12,-8.47,-34.28,0.8,8.96,-169311.78,1816.94,-2672.51,-0.09,12.5,8.0
Residential,-0.52,3.99,1.34,19.54,0.94,-11.04,78685.62,5571.48,201.33,0.05,12.35,8.1
Residential,-0.92,-2.69,-3.78,-30.64,1.48,-1.04,-204900.71,1217.82,-4635.93,-0.11,25.0,3.81
Residential,0.57,-3.25,-5.07,-33.96,-0.9,-1.04,-205172.29,-1926.8,-2031.09,0.09,10.54,9.49
Residential,0.46,3.15,-0.09,20.72,-2.39,-1.04,234523.25,2319.04,13379.59,0.05,7.91,12.65
Residential,0.01,-1.03,4.99,-13.69,0.98,-1.04,-99964.07,-725.14,-447.7,0.03,8.08,12.37
Residential,1.14,2.33,3.35,14.04,-1.19,-1.04,-135670.71,-1588.31,460.99,-0.14,8.65,11.56
Residential,0.4,-4.5,4.93,-24.45,0.21,-1.04,-360147.12,-463.8,-4839.95,-0.16,14.14,7.07
Residential,0.77,2.8,16.31,8.89,0.44,-1.04,395091.02,466.92,8080.26,0.09,8.1,12.35
Residential,0.3,3.76,11.74,-2.92,2.73,-1.04,179219.74,1539.55,4163.34,0.16,6.46,15.48
Residential,-0.19,2.53,-6.33,-17.1,-1.41,-1.04,-8435.4,1478.81,-847.55,-0.03,17.64,5.67
Residential,-0.23,2.73,10.19,-17.04,1.6,8.96,376762.91,3179.45,-429.84,0.05,18.52,5.4
Residential,-0.02,3.11,-11.75,14.61,-1.26,-11.04,188672.53,-3035.1,-210.39,0.16,18.62,5.37
Residential,0.59,2.61,2.48,-11.36,-0.35,8.96,393099.56,3888.26,5570.79,0.2,11.6,8.62
Residential,1.16,2.84,3.77,-6.22,0.21,-1.04,-64876.63,4453.04,1259.12,-0.07,8.35,11.98
Residential,0.97,-1.14,-2.42,22.08,2.71,-11.04,-33959.08,2773.18,-2517.62,-0.03,13.51,7.4
Residential,0.39,0.34,3.31,-1.05,-2.16,-1.04,-232891.75,3872.2,-103.78,-0.0,10.16,9.84
Residential,1.25,-3.74,18.96,8.41,-0.94,-1.04,-382236.75,-851.59,-4155.86,-0.12,8.35,11.98
Residential,0.41,-2.22,14.76,19.51,0.62,-11.04,-125267.62,-1677.86,-3048.25,-0.06,14.45,6.92
Residential,0.9,0.54,-4.83,-10.43,-0.12,8.96,25704.45,70.72,952.91,0.08,10.31,9.7
Residential,0.89,-2.58,17.62,-11.64,0.43,-1.04,-149337.05,1816.13,283.93,0.19,7.05,14.18
Residential,0.15,0.04,-2.29,29.14,-0.58,-1.04,5300.85,667.81,-1546.61,0.05,17.51,5.71
Residential,0.41,-3.04,12.16,17.54,1.39,-1.04,-184738.73,-2079.59,-4427.32,-0.07,18.94,5.28
Residential,0.12,1.07,12.11,-25.98,0.13,-11.04,39349.51,-710.17,-2285.35,-0.06,19.08,5.24
Residential,0.4,-1.37,4.96,10.26,-1.43,-1.04,-204539.84,2913.57,-3136.6,0.05,23.58,4.24
Residential,-0.09,-1.28,-8.85,9.73,-0.88,-1.04,17884.03,2465.09,7.2,-0.18,14.45,6.92
Residential,-0.03,1.32,-8.41,17.82,-0.11,8.96,36795.76,-3623.36,4890.22,-0.08,6.33,15.81
Residential,-0.7,2.9,-13.94,2.91,-0.95,-1.04,22871.05,3389.43,-284.25,-0.04,16.16,6.19
Residential,0.4,-0.11,0.93,-6.55,-0.14,-1.04,-318325.6,3240.32,-1664.14,0.16,5.76,17.35
Residential,0.07,1.95,2.22,13.38,-1.6,8.96,142572.54,-544.0,8944.09,0.09,7.4,13.51
Residential,-0.69,3.79,-11.37,-0.16,2.19,-1.04,285886.37,-1080.7,4621.71,-0.0,7.44,13.44
Residential,-1.02,3.22,-16.35,-32.94,-1.87,-1.04,823154.76,3473.86,4746.73,-0.08,25.0,3.99
Residential,-0.78,-0.94,-17.19,-25.16,2.63,-11.04,-143045.6,1342.96,-3115.12,-0.14,11.9,8.4
Residential,-0.79,0.75,-0.01,-7.79,-1.58,-1.04,412970.46,2999.83,-170.71,0.06,25.0,3.11
Residential,0.16,3.1,-3.76,-3.56,1.44,8.96,193178.07,433.07,4535.74,-0.04,7.3,13.7
Residential,0.81,0.77,1.99,7.22,-1.24,-1.04,-79717.39,4144.3,139.66,-0.19,12.79,7.82
Residential,-0.36,0.04,-1.72,-14.46,-1.92,8.96,48545.86,-3028.62,979.02,0.1,13.81,7.24
Residential,0.85,-3.54,8.68,33.33,-2.22,8.96,-310683.22,1589.38,-2790.46,0.11,13.72,7.29
Residential,1.19,-0.9,17.15,-14.96,2.34,-11.04,-202974.26,3099.39,-3191.31,0.19,11.15,8.97
Residential,1.24,0.15,0.31,-26.47,-1.52,-1.04,-129371.75,-3113.51,365.83,-0.19,9.15,10.93
Residential,-0.77,-3.08,-15.38,-0.67,0.36,8.96,-211564.83,-83.77,-3465.44,0.01,14.25,7.02
Residential,1.12,-1.56,14.89,-17.13,-2.44,-1.04,-223276.18,-1322.23,-2452.89,0.1,16.16,6.19
Residential,-1.08,-3.74,-18.32,-32.11,1.78,8.96,-254757.64,-2811.06,-4848.07,-0.13,16.72,5.98
Residential,0.13,2.0,6.52,-10.07,-0.18,-1.04,388138.65,143.56,6657.6,-0.15,9.76,10.25
Residential,-1.14,4.72,-15.86,1.26,-1.71,8.96,727168.04,-179.63,5620.28,0.13,19.31,5.18
Residential,-0.3,1.3,-10.9,2.37,2.17,-1.04,-100968.79,475.41,-2207.61,0.17,10.46,9.56
Residential,1.18,-1.84,17.84,-28.68,-0.47,-1.04,-246814.81,-4114.54,1124.72,0.1,4.37,22.9
Residential,0.95,0.35,-4.19,13.69,-2.54,8.96,8240.4,1637.48,2253.16,-0.08,14.01,7.14
Residential,-0.44,3.94,-1.01,18.19,-2.18,-1.04,-126092.41,-1883.23,29.52,0.18,11.61,8.61
Residential,-0.44,0.97,-3.03,-10.44,0.9,8.96,-174380.58,-3534.64,-257.96,0.2,5.94,16.83
Residential,1.2,3.83,7.3,0.61,-0.51,-1.04,374247.52,3490.84,5064.77,-0.18,12.17,8.22
Residential,0.22,1.16,3.37,2.88,0.54,-1.04,344864.25,2887.76,3270.73,-0.0,11.93,8.38
Residential,0.03,4.35,-7.29,-3.97,-2.46,-11.04,630001.54,1977.52,6241.04,-0.13,20.53,4.87
Residential,0.92,-3.14,-0.32,33.65,-2.08,8.96,-327292.94,-3508.85,-1618.85,0.12,6.05,16.52
Residential,-0.97,-4.69,-18.17,25.38,-1.5,8.96,-362387.1,-3002.44,-4983.35,-0.02,17.01,5.88
Residential,-0.99,-1.65,6.03,27.24,-2.63,8.96,45186.71,-349.57,-931.89,0.05,25.0,3.98
Residential,0.4,-4.86,14.81,-12.34,-1.73,-1.04,-449921.84,-97.09,-5700.58,0.08,25.0,0.0
Residential,1.09,-0.52,18.15,6.6,0.41,-1.04,43581.26,1698.86,776.1,0.06,10.46,9.56
Residential,1.09,4.34,2.25,12.39,-1.33,-11.04,357042.24,3482.44,8499.95,0.04,10.31,9.7
Residential,-1.16,-2.95,-6.69,17.71,1.14,-1.04,-152366.06,-1388.59,-3549.75,-0.04,14.97,6.68
Residential,-1.04,0.45,-4.98,-19.7,-2.14,8.96,6358.27,3526.16,999.5,-0.1,16.23,6.16
Residential,-0.19,4.32,-6.86,-4.92,-0.54,-11.04,792920.29,2839.52,8617.15,0.2,13.5,7.41
Residential,-0.07,3.45,5.34,-28.96,-2.29,-11.04,382613.56,3120.71,-999.7,0.07,25.0,2.18
Residential,0.98,-4.18,9.77,-16.86,-1.88,-1.04,-340213.86,1792.96,-4639.03,0.16,25.0,2.04
Residential,-0.93,2.59,-2.82,27.42,-0.44,-1.04,229165.76,-1419.97,-568.36,-0.17,19.08,5.24
Residential,-0.09,-0.92,8.7,34.56,-2.55,8.96,-211641.69,1916.74,-3810.54,-0.19,25.0,1.96
Residential,-1.22,0.4,-6.03,6.18,-0.93,-1.04,193214.79,1649.37,423.94,-0.08,17.99,5.56
Residential,0.32,-4.5,0.76,-12.43,-1.0,-1.04,-296035.01,1044.93,-3997.8,0.13,18.76,5.33
Residential,0.72,1.91,-4.18,22.48,-2.53,8.96,-56792.52,771.59,9050.61,0.1,6.12,16.33
Residential,-0.61,0.61,-3.83,-23.14,-1.33,-11.04,-126606.3,-2636.41,-108.72,0.08,9.74,10.27
Residential,-0.42,-4.6,-4.12,-3.04,1.48,8.96,-416968.58,-4453.67,-5568.65,-0.1,6.84,14.63
Residential,-0.22,2.6,1.33,-1.0,-2.42,8.96,475551.19,-1560.7,5339.24,0.19,17.73,5.64
Residential,-0.62,-1.73,-8.1,-26.58,-1.91,-1.04,-194565.45,-3071.22,-2194.92,0.1,13.33,7.5
Residential,0.29,-4.83,13.81,-30.29,1.58,8.96,-435758.16,1372.97,-5325.74,-0.2,11.12,8.99
Residential,0.66,4.5,11.2,5.17,2.54,-1.04,709805.98,-867.1,7013.76,-0.01,9.17,10.91
Residential,1.16,0.22,6.11,-3.09,-0.37,-1.04,-278074.13,1657.67,-1761.17,0.02,7.39,13.53
Residential,0.14,1.86,0.96,-32.66,1.78,8.96,-126125.26,2789.88,-790.28,-0.1,7.79,12.83
Residential,-0.56,0.57,3.3,-22.99,0.04,-1.04,-76728.07,-4079.82,-2332.7,0.06,13.39,7.47
Residential,1.07,-4.41,2.34,15.44,0.3,-1.04,-319090.85,683.48,-5223.13,0.13,25.0,2.49
Residential,-1.09,0.2,-13.74,-17.37,-2.58,8.96,-184585.05,1022.76,-2465.75,0.16,23.36,4.28
Residential,0.06,-1.28,-3.82,-19.94,-0.8,-1.04,-114089.81,2048.05,-3989.6,-0.08,25.0,2.47
Residential,-0.68,-4.38,-13.3,22.68,0.17,8.96,-355519.91,150.08,-5297.92,0.19,25.0,3.12
Residential,-0.99,-3.91,-16.23,0.84,-1.77,-11.04,-210100.91,-3286.97,-4229.69,0.12,25.0,3.94
Residential,-1.02,3.65,3.07,-6.18,0.07,-11.04,544674.28,2816.5,1673.53,-0.15,19.53,5.12
Residential,-0.09,-3.29,-11.5,7.28,2.29,-11.04,-353484.38,-1444.33,-4730.71,0.01,8.6,11.63
Residential,1.0,-4.37,1.42,-31.24,-0.13,8.96,-319659.81,1416.53,-4462.24,0.09,19.01,5.26
Residential,0.01,-2.8,-5.66,7.55,-1.16,8.96,-232938.17,1314.69,-3974.39,0.02,25.0,3.66
Residential,0.32,-2.92,-4.88,29.81,1.85,-11.04,-123922.49,-897.97,-2236.04,-0.17,9.89,10.11
Residential,0.11,0.38,-0.99,-13.62,-0.88,8.96,-151431.82,-1138.26,-2002.01,0.06,12.97,7.71
Residential,0.44,-3.1,-1.59,-26.49,-1.76,-1.04,-222050.42,-2227.51,-4119.94,0.12,25.0,3.96
Residential,0.31,-0.04,13.24,-13.93,1.39,-1.04,-94228.0,-1955.4,1678.31,-0.16,5.52,18.12
Residential,-0.64,1.63,-13.44,-27.37,2.72,8.96,-4455.54,642.95,2681.47,-0.06,5.38,18.6
Residential,-1.07,0.98,-9.64,-20.07,-0.83,-1.04,-68492.99,-282.35,-2246.63,0.12,17.99,5.56
Residential,-1.02,1.51,-11.43,-21.81,1.4,-11.04,333234.63,2214.28,1753.24,0.15,12.48,8.01
Residential,0.83,-2.73,9.09,-32.64,0.64,-1.04,-223679.46,1743.98,-3166.79,0.01,12.58,7.95
Residential,0.02,0.27,4.25,12.52,-1.33,-1.04,213686.53,-2811.11,3872.79,0.08,11.59,8.63
Residential,0.65,4.33,-7.69,1.86,1.86,-1.04,381653.86,2729.96,8042.08,-0.07,6.8,14.71
Residential,-0.73,1.28,4.49,-16.67,1.31,8.96,230574.18,249.82,-2019.45,-0.2,21.14,4.73
Residential,-0.61,-2.79,-10.11,30.28,0.59,-1.04,-275959.11,-2364.35,-4367.01,0.19,13.79,7.25
Residential,0.72,2.09,11.02,-18.16,2.36,8.96,324264.88,-766.97,6978.57,0.1,6.31,15.85
Residential,1.17,-1.88,19.43,-30.67,-1.24,-1.04,-282604.03,100.28,-82.85,-0.0,5.6,17.87
Residential,-0.42,-2.07,-13.33,29.18,2.16,8.96,-159152.09,-2250.98,-2813.86,-0.04,9.63,10.38
Residential,-0.01,0.32,7.53,32.17,2.27,-1.04,200088.44,1491.84,2066.34,0.03,8.87,11.27
Residential,-0.16,-2.28,-9.85,4.89,-1.2,-1.04,-130398.27,-2387.49,-2121.64,0.06,14.39,6.95
Residential,0.43,1.56,10.76,13.49,-0.85,8.96,30002.31,-663.69,7102.8,0.11,6.04,16.57
Residential,-1.03,-0.35,-16.76,-15.37,-2.72,8.96,72141.78,-480.09,424.1,0.08,20.62,4.85
Residential,1.22,-4.13,14.96,4.64,2.51,-11.04,-406358.46,-3511.97,-5277.19,0.19,7.91,12.65
Residential,1.23,2.35,18.24,1.73,-2.15,8.96,614361.32,2569.16,11623.69,0.06,12.82,7.8
Residential,0.69,-1.27,3.65,30.37,-0.62,-1.04,-130959.19,-2700.6,1600.2,-0.2,6.59,15.18
Residential,0.09,1.02,9.2,-25.43,1.99,-1.04,-9940.28,1658.1,-1169.4,-0.09,10.73,9.32
Residential,-1.16,4.67,-14.24,23.93,0.88,-1.04,111584.47,-205.8,-2273.33,-0.19,19.69,5.08
Residential,-0.92,0.52,-9.71,23.54,1.04,8.96,240734.29,3050.54,2649.19,-0.16,10.45,9.57
Residential,0.53,3.06,2.99,27.4,-1.11,8.96,241921.44,1728.98,966.38,-0.05,18.35,5.45
Residential,-0.12,-3.3,2.45,32.92,-0.51,8.96,-308813.4,777.27,-4705.18,-0.09,25.0,3.74
Residential,0.5,-4.72,-3.59,-18.96,-1.85,-1.04,-384754.67,-1758.44,-5380.33,0.16,25.0,2.65
Residential,-1.03,2.78,-0.13,-1.03,-2.37,-1.04,-93579.8,3967.43,859.71,-0.02,14.2,7.04
Residential,0.97,-1.78,9.51,-20.31,0.02,-1.04,-117001.61,1829.79,-2004.22,-0.15,13.7,7.3
Residential,-0.88,2.95,-14.07,-11.38,-0.11,8.96,307435.99,-263.05,3783.24,-0.08,11.33,8.83
Residential,-1.1,-2.83,-17.84,14.65,-2.71,8.96,-343090.52,2961.51,-5027.11,-0.18,25.0,0.0
Residential,0.94,3.04,4.16,26.86,0.79,-11.04,682763.99,-4718.7,9402.29,0.11,9.02,11.09
Residential,-0.78,0.27,6.06,25.92,0.11,8.96,-57450.19,1945.46,-2606.99,-0.08,19.12,5.23
Residential,0.7,1.82,7.29,-8.71,0.44,-1.04,688994.52,2872.51,4259.99,-0.03,15.48,6.46
Residential,0.71,4.43,7.74,-14.83,-0.43,-1.04,267282.69,-3951.23,3272.73,-0.12,11.25,8.89
Residential,-0.45,3.28,-7.57,13.4,-2.04,8.96,277152.36,3748.42,5140.15,0.03,14.49,6.9
Residential,-0.05,-1.56,4.12,16.09,2.3,-1.04,167857.64,3041.98,2719.58,0.18,7.92,12.62
Residential,0.28,3.04,0.08,13.74,-2.61,-1.04,-236920.34,1399.15,-749.35,0.12,11.76,8.5
Residential,0.19,-4.26,4.77,27.54,-2.21,8.96,-422914.7,2202.27,-5115.06,0.14,25.0,0.0
Residential,0.67,-3.22,8.38,24.47,-1.55,8.96,-338164.22,3340.88,-4817.96,0.02,25.0,0.53
Residential,1.03,-0.68,2.78,-6.11,0.25,-1.04,-152474.22,2318.54,-1231.27,0.19,9.85,10.15
Residential,0.7,0.31,10.91,0.52,-1.31,-1.04,4435.93,2613.3,4422.56,-0.06,8.3,12.05
Residential,0.74,-1.7,-3.73,-2.51,0.5,8.96,92939.95,-3517.28,2216.55,0.17,8.5,11.77
Residential,0.09,-0.22,6.34,11.37,-0.59,8.96,179347.98,2745.0,1445.86,0.03,14.43,6.93
